pH,TDS,Turbidity,Phospate,Nitrate,Iron,COD(mg/L),Chlorine,Sodium,Class
7.54224539,938,3.45,0.025405768,7,0.333835285,404,1,13,1
7.542006836,804,3.61,0.016094679,8,0.348197419,411,2,3,1
7.56471676,753,2.05,0.003236081,6,0.308265222,430,2,8,1
7.577340096,919,2.87,0.009793418,6,0.391628731,401,1,19,1
7.571837452,690,3.79,0.015555495,6,0.316726666,414,3,8,1
7.577319517,828,2.92,0.01982919,7,0.380035708,399,1,12,2
7.548571085,811,1.73,0.005574247,6,0.377629617,407,4,9,1
7.585452936,757,1.42,0.013785508,8,0.364677513,400,3,9,1
7.543334928,640,2.17,0.010999474,8,0.339682043,408,1,13,1
7.548143827,682,1.05,0.026997207,6,0.372790842,417,3,20,1
7.531832226,897,2.64,0.007634582,6,0.359926282,417,2,4,1
7.564123349,672,3.17,0.027810438,7,0.312295094,407,1,11,1
7.503331509,759,1.98,0.002487128,8,0.360185436,412,1,1,1
7.526349324,790,3.23,0.020761811,7,0.303212246,402,2,15,1
7.538188463,807,1.89,0.029234186,7,0.370316568,412,1,13,1
7.572991713,718,1.87,0.023005195,7,0.32550905,423,2,20,1
7.514495402,936,1.52,0.028564658,7,0.408088457,419,4,9,1
7.537768832,944,1.83,0.003933498,8,0.303760699,395,2,3,0
7.544971951,782,4.13,0.018109884,6,0.30707209,403,3,19,1
7.59319436,683,2.82,0.027017286,8,0.404267901,400,1,13,1
7.522375211,837,2.68,0.012188682,7,0.355942336,414,2,10,1
7.593934152,866,1.22,0.018315645,7,0.337631455,391,4,14,2
7.577783037,734,2.14,0.003468674,6,0.333583412,399,4,3,0
7.545175749,882,1.97,0.023899379,8,0.343219907,404,3,11,1
7.544733006,767,1.86,0.023601093,7,0.355979213,420,1,17,1
7.573463176,693,4.15,0.026718818,6,0.368795609,414,1,19,1
7.570104751,787,3.31,0.012052352,8,0.369823374,428,4,5,1
7.567721346,862,3.21,0.004707383,7,0.378049252,409,1,16,1
7.573969782,947,1.48,0.022720562,8,0.338003507,414,4,5,1
7.553747563,919,1.4,0.017945402,6,0.352420146,415,2,15,1
7.517762177,936,1.55,0.004826877,6,0.303136978,416,2,4,1
7.532363351,795,2.45,0.006548818,7,0.387153216,414,3,19,1
7.584540874,955,3.42,0.012668449,7,0.364631511,395,1,17,0
7.52275678,876,2.96,0.028579508,7,0.344427702,428,2,14,1
7.509721691,942,3.74,0.022862937,8,0.393298424,428,2,6,1
7.523882651,788,0.14,0.029935328,6,0.317792363,406,3,19,1
7.566241845,971,0.54,0.005145683,8,0.376201716,425,4,9,1
7.550819553,724,2.16,0.021695733,7,0.401677477,424,2,12,1
7.555912652,677,1.43,0.024511022,6,0.405463869,424,2,13,1
7.512539858,943,2.51,0.026578591,6,0.320180917,401,3,5,1
7.591366915,701,0.52,0.028251279,7,0.39126115,411,2,17,1
7.512737613,650,1.29,0.00197527,7,0.375608422,419,1,10,1
7.571185601,659,3.43,0.021448988,8,0.394808692,430,3,16,1
7.589303477,926,2.06,0.002542261,6,0.300616413,391,2,15,0
7.584369209,952,2.69,0.028916745,7,0.405415112,413,2,11,1
7.509524121,868,3.56,0.009359123,7,0.315353008,429,2,5,1
7.546133288,766,3.79,0.014471791,6,0.385311513,415,3,20,1
7.55907021,792,0.47,0.015442442,7,0.337337925,418,2,7,1
7.557577168,633,1.05,0.027019994,8,0.339103726,407,3,2,1
7.527663468,919,1.82,0.026581352,7,0.311522613,418,2,15,1
7.508310985,750,1.57,0.003096601,8,0.38623763,428,3,16,1
7.52168824,677,3.72,0.016163534,8,0.361070332,411,4,15,1
7.544122295,707,2.94,0.003119091,8,0.402493208,400,2,17,1
7.516792905,949,1.16,0.012771954,8,0.382338426,392,1,5,0
7.547399535,703,0.8,0.020471417,8,0.331121495,409,4,15,1
7.574900887,970,3.51,0.027351137,6,0.320793575,412,4,6,1
7.55287386,962,3.74,0.020826249,7,0.396297427,391,1,6,0
7.53194185,923,3.71,0.004231776,6,0.310888408,414,1,7,1
7.584621033,716,2.03,0.015858914,8,0.401348025,392,3,3,0
7.597007273,962,0.19,0.001291776,8,0.356449179,428,1,9,1
7.576013918,910,2.67,0.019802597,7,0.309853523,423,2,12,1
7.561444354,764,3.15,0.013634851,8,0.37897844,416,1,15,1
7.59195588,872,3.23,0.026068649,7,0.335086014,393,4,17,2
7.594921359,682,0.64,0.022669825,6,0.304226039,407,3,1,1
7.569317794,732,0.5,0.010758706,6,0.337956821,421,4,2,1
7.593944308,864,3.19,0.022426818,7,0.361340267,415,4,11,1
7.586132269,926,1.93,0.008059498,6,0.341736486,407,3,7,1
7.545897997,968,1.93,0.000509572,8,0.309020783,424,3,19,1
7.584726397,639,1.15,0.007971828,8,0.369289997,415,2,1,1
7.544144789,730,1.46,0.000471592,7,0.370258406,429,3,14,1
7.575378529,950,2.65,0.018681572,6,0.302691462,412,2,10,1
7.574051132,798,0.8,0.014591283,6,0.357522106,397,2,4,2
7.579474216,925,1.19,0.007305687,7,0.320228928,414,2,1,1
7.578487431,952,3.16,0.015661408,6,0.401683672,426,4,1,1
7.534478652,911,4.05,0.021281744,6,0.40133592,410,4,2,1
7.533081101,771,3.73,0.012033495,8,0.404778104,394,2,16,0
7.503898463,872,1.51,0.010714854,6,0.350045534,402,3,2,1
7.586239573,900,4.14,0.014437867,7,0.395224524,399,3,10,0
7.590472746,738,3.57,0.008166118,6,0.323871987,406,1,14,1
7.527512451,673,2.76,0.019934093,8,0.320538433,417,4,17,1
7.512130249,776,2.54,0.027680114,6,0.320496537,392,3,4,2
7.552992297,713,0.16,0.023525888,7,0.407184743,420,3,20,1
7.576579353,853,1.86,0.029074102,8,0.407394072,400,1,1,1
7.518730219,858,2.89,0.002815909,7,0.347167649,410,2,11,1
7.512544369,679,1.51,0.015192746,7,0.324560056,391,3,4,2
7.579675893,821,3.14,0.002926415,6,0.302476573,429,1,11,1
7.574849035,752,0.72,0.021955736,8,0.357086895,410,1,11,1
7.519675901,737,0.58,0.019495073,8,0.352855504,406,4,2,1
7.510679202,750,0.14,0.017731724,6,0.404376288,410,3,19,1
7.513052044,833,4.19,0.01261736,7,0.329600487,430,2,1,1
7.537281187,722,1.02,0.006683481,7,0.370870352,428,3,3,1
7.59814589,815,0.56,0.02161058,6,0.306550123,416,4,13,1
7.523613086,860,3.05,0.02610554,8,0.405474407,408,3,8,1
7.553120682,750,3.05,0.009254979,8,0.324208873,403,3,1,1
7.598392339,910,3.29,0.026760913,7,0.318956631,394,2,4,0
7.543999839,783,0.81,0.007833236,8,0.300805443,423,4,20,1
7.521824299,821,1.03,0.028274844,6,0.30834667,404,2,1,1
7.57192081,957,3.27,0.003142682,6,0.39543161,412,2,20,1
7.586916146,956,4,0.001483801,7,0.388891483,405,3,5,1
7.52331538,630,3.25,0.027440461,6,0.385452627,420,4,17,1
7.550533994,898,3.02,0.02185666,6,0.335940956,411,3,2,1
7.584774479,737,2.76,0.014319608,8,0.354361958,414,4,4,1
7.583057199,696,2.43,0.019820503,7,0.384542651,429,1,9,1
7.56239335,955,1.75,0.01720017,8,0.39184931,428,2,5,1
7.520963895,666,1.13,0.011429146,8,0.399550138,416,2,12,1
7.555581767,912,3.87,0.023401834,8,0.327863585,401,1,1,1
7.522371372,765,2.86,0.027098794,7,0.353151881,407,2,1,1
7.586289719,841,3.42,0.010012584,7,0.33968678,428,3,16,1
7.581560406,715,3.86,0.001879755,8,0.308296512,422,3,9,1
7.51638853,866,2.19,0.01431526,7,0.392298024,419,2,14,1
7.561619567,915,2.97,0.008252684,8,0.319685419,406,1,20,1
7.574109756,773,3.94,0.008104416,8,0.395592054,429,4,20,1
7.566349483,972,1.18,0.002495451,6,0.345149607,395,3,20,0
7.587844309,765,3.2,0.019160268,6,0.345931444,397,1,17,2
7.513808581,922,0.95,0.028693883,8,0.387069402,422,4,16,1
7.56130287,721,1.85,0.027349248,7,0.377293762,407,2,3,1
7.508677795,910,0.72,0.028326752,7,0.326423701,428,1,5,1
7.54509943,630,1.45,0.026177254,6,0.389000507,397,4,19,2
7.565056673,903,2.04,0.011770399,7,0.389807775,411,3,6,1
7.529651783,693,2.45,0.021502435,7,0.404551487,422,2,9,1
7.558317944,655,1.63,0.006565207,8,0.363592562,391,3,18,2
7.510403557,872,0.71,0.002501705,8,0.32430148,414,4,19,1
7.532916089,933,2.05,0.004889273,8,0.384651279,400,4,6,1
7.518751037,625,1.89,0.011673363,6,0.318124477,428,2,7,1
7.519404157,956,3.42,0.008642912,7,0.363211113,425,3,11,1
7.563690938,808,2.58,0.006094335,8,0.368454282,424,3,8,1
7.594177104,966,0.62,0.012027708,8,0.339506408,400,2,1,1
7.589477791,647,1.01,0.012067358,8,0.345794929,396,3,14,2
7.559968355,940,3.72,0.001553059,7,0.300991433,417,3,18,1
7.555339583,923,3.74,0.017600697,6,0.383617431,416,1,10,1
7.520695351,776,1.74,0.016012564,6,0.37805124,428,3,7,1
7.563131061,885,3.01,0.026213592,7,0.398804022,415,1,2,1
7.544024644,763,2.29,0.017490049,7,0.40254683,395,2,20,0
7.519755814,866,0.3,0.027646811,7,0.35399719,418,2,3,1
7.522871564,878,3.92,0.026014843,8,0.393300296,415,1,5,1
7.520866505,716,1.26,0.006444702,8,0.391036233,403,3,17,1
7.561936303,977,0.87,0.011909019,8,0.318255765,401,1,11,1
7.586045966,627,2.57,0.028849847,6,0.359379607,407,3,9,1
7.570781052,664,3.92,0.018599761,8,0.396263335,406,2,14,1
7.501139466,788,0.24,0.013050429,6,0.393528648,404,2,20,1
7.50611458,850,4.07,0.02295017,7,0.316580313,417,2,17,1
7.556368073,945,3.38,0.00309427,6,0.342016243,402,3,4,1
7.593293747,742,1.39,0.000869862,6,0.322762579,411,3,4,1
7.54511054,630,1.58,0.018323757,8,0.328400316,411,1,12,1
7.531229211,751,0.84,0.004634311,6,0.328922165,420,3,19,1
7.591767679,885,2.98,0.002596485,7,0.361120734,413,1,8,1
7.571023393,668,2.9,0.004013626,6,0.337414067,395,3,1,0
7.559556135,870,0.91,0.026996753,6,0.394970594,408,2,18,1
7.50376254,944,2.26,0.006372334,6,0.377790628,406,1,10,1
7.538676992,679,2.94,0.012869453,6,0.338072452,420,4,16,1
7.544684871,945,3.36,0.008709406,8,0.321927253,393,2,9,0
7.557634178,798,1.83,0.003796044,7,0.351100897,425,1,15,1
7.588199954,764,1.57,0.001617079,6,0.362780348,394,3,10,0
7.529481129,977,1.22,0.026909755,6,0.368081645,426,2,2,1
7.549938614,842,1.98,0.003266263,8,0.377419233,409,4,19,1
7.53052322,755,2.88,0.029725006,8,0.382654759,404,4,19,1
7.525034629,896,3.11,0.017120139,8,0.349691351,403,1,16,1
7.566487031,908,2.28,0.02915812,8,0.403916735,425,2,17,1
7.594530542,756,2.81,0.005377016,8,0.384531951,397,1,7,2
7.523832528,660,0.34,0.024161439,6,0.320166537,426,2,20,1
7.5903637,782,2.72,0.026568747,6,0.386014649,424,4,18,1
7.509509983,762,0.95,0.014719145,8,0.335190756,391,4,7,2
7.591937642,955,3.57,0.022239724,7,0.345501379,393,2,19,0
7.529089156,685,3.43,0.028979881,6,0.379603926,392,4,20,2
7.582039394,722,1.48,0.026729725,6,0.326325086,402,2,2,1
7.578353565,748,2.53,0.020707495,7,0.393628428,411,2,18,1
7.511045772,949,1.87,0.020352867,6,0.303750184,410,2,9,1
7.59355936,675,0.93,0.001911737,7,0.302586079,390,4,14,0
7.566501251,720,3.2,0.015997983,6,0.313574333,416,2,16,1
7.576925322,846,2.34,0.017028326,8,0.356325147,412,4,3,1
7.508026781,795,3.49,0.021536648,8,0.343853634,399,3,19,2
7.541410564,976,3.05,0.027728895,7,0.370690175,393,2,8,0
7.574806117,881,4.13,0.022055419,8,0.343546756,415,1,13,1
7.567913752,950,2.47,0.009208876,8,0.39135558,412,2,4,1
7.584102707,716,0.92,0.010926003,6,0.316000054,390,1,13,2
7.54131587,929,2.27,9.02E-05,8,0.321444305,398,2,6,0
7.569849676,853,2.69,0.004202273,6,0.376613735,429,3,2,1
7.58452013,865,0.44,0.002798735,6,0.344261116,417,2,3,1
7.589249895,887,0.87,3.94E-05,6,0.336311218,429,1,11,1
7.510244463,845,1.85,0.02472306,7,0.33159808,410,1,3,1
7.594308618,843,1.66,0.008763089,7,0.36970666,428,2,19,1
7.515882025,767,1.11,0.016517497,7,0.366887611,429,2,16,1
7.57682063,625,0.18,0.007841317,8,0.392739655,403,4,8,1
7.538049434,906,2.39,0.022326588,7,0.375436262,410,1,20,1
7.548832957,909,2.85,0.008376802,7,0.338634125,420,2,11,1
7.53794307,835,3.53,0.001607186,7,0.326961778,425,4,9,1
7.506589044,964,1.2,0.0011531,7,0.327419985,420,4,12,1
7.554585513,698,0.51,0.018248676,7,0.341950288,409,2,9,1
7.548337867,823,3.12,0.012767803,7,0.327899397,427,2,19,1
7.584585083,871,1.72,0.013439282,7,0.333979767,430,1,18,1
7.594217148,904,1.02,0.019316352,7,0.394029967,429,2,18,1
7.574278835,794,1.66,0.01289549,6,0.357349577,411,1,13,1
7.55301455,747,1.41,0.013369208,7,0.370074879,393,1,13,2
7.54720395,822,0.64,0.008777522,8,0.3625014,414,2,19,1
7.524923723,698,3.09,0.004554971,7,0.323474138,401,4,8,1
7.525237139,974,2.47,0.007503968,8,0.404920084,424,3,7,1
7.597411724,794,3.67,0.016023242,6,0.312201318,428,2,16,1
7.526102508,670,2.89,0.001052839,8,0.317530192,391,2,17,0
7.529890643,881,4.04,0.008919356,7,0.300897272,419,3,3,1
7.587066358,716,1.6,0.028783923,8,0.404889675,406,3,8,1
7.548797033,883,0.5,0.001804021,6,0.394391759,408,4,5,1
7.551760142,953,3.05,0.006681365,6,0.379219122,419,1,3,1
7.578307124,750,2.6,0.009272216,7,0.330341504,429,1,10,1
7.528902466,628,0.64,0.02273943,8,0.403709803,404,3,5,1
7.5601806,921,1.96,0.001212456,6,0.316587289,400,1,15,1
7.552746118,759,0.78,0.010880218,7,0.326769582,394,4,6,2
7.579335281,642,3.45,0.01104383,6,0.342430056,420,4,17,1
7.56465854,820,1.96,0.00211931,8,0.320250396,406,1,14,1
7.503704914,946,2.2,0.027784825,7,0.313153811,406,2,3,1
7.523481337,722,3.29,0.027356706,7,0.359152513,408,3,12,1
7.503450508,802,0.4,0.025431769,6,0.309231805,390,2,17,2
7.586870773,782,3.09,0.010774293,6,0.324003041,410,1,12,1
7.545602631,950,2.78,0.011552622,8,0.343615783,424,1,17,1
7.590924543,782,0.63,0.012439657,6,0.361682216,426,1,1,1
7.502460967,682,0.36,0.012886073,6,0.358712691,415,1,20,1
7.569886687,643,2.05,0.000666927,8,0.402621275,408,1,5,1
7.555322984,673,3.88,0.02292149,8,0.371294042,421,1,18,1
7.547716972,886,0.79,0.028460612,8,0.388581544,392,3,11,2
7.583884826,875,0.17,0.011082464,8,0.308069806,407,3,3,1
7.519900867,813,1.67,0.009385576,8,0.310349987,404,2,7,1
7.503182629,680,2.09,0.027816962,8,0.313456628,412,3,3,1
7.520049798,711,2.8,0.002610719,7,0.349868695,428,3,18,1
7.522136849,958,3.17,0.003913851,8,0.401092012,390,4,20,0
7.538670248,722,2.43,0.028402055,6,0.356953966,426,2,5,1
7.583249598,771,3.14,0.01448315,8,0.398084772,412,1,9,1
7.526704641,878,1.37,0.003019597,7,0.311097026,397,3,3,0
7.579861125,884,1.45,0.00811059,7,0.36888053,416,1,2,1
7.511152348,881,0.9,0.010329589,6,0.314825297,391,3,11,2
7.57052643,720,3.95,0.008347178,8,0.324235703,403,4,19,1
7.518483686,729,2.62,0.001152862,6,0.382266987,423,3,7,1
7.508575008,742,1.79,0.018016914,6,0.316991312,403,3,4,1
7.575633035,944,1.2,0.002773197,8,0.340156184,421,3,20,1
7.588665146,776,2.89,0.023951543,8,0.358120546,430,4,2,1
7.563604856,789,2.06,0.00789826,8,0.402866151,392,1,4,0
7.510483167,914,2.6,0.011171707,7,0.351209,405,4,9,1
7.571238634,755,2.51,6.65E-05,7,0.329215586,424,4,16,1
7.559671476,797,0.64,0.016290672,6,0.344350748,397,2,16,2
7.554838765,888,3.08,0.02649683,6,0.317568611,400,1,4,1
7.552783727,687,0.47,0.008112623,6,0.313187823,413,2,13,1
7.518699286,820,3.49,0.015471731,7,0.314008886,397,2,3,2
7.53173393,908,4.03,0.016359267,8,0.340065895,430,1,9,1
7.533817309,947,0.61,0.010541537,6,0.353768623,414,2,1,1
7.52791977,690,2.8,0.023687946,7,0.308806779,402,4,8,1
7.514669832,977,3.07,0.025489636,8,0.324812665,425,1,3,1
7.565499618,782,3.43,0.026362186,8,0.395502297,398,2,15,2
7.536217226,916,3.91,0.010604581,6,0.347484038,426,1,11,1
7.578005072,695,2.61,0.010291131,7,0.403233392,394,3,11,0
7.569014598,909,2.13,0.024254845,8,0.387680425,405,4,5,1
7.54751364,667,1.44,0.011666956,7,0.384406345,418,1,11,1
7.52901935,949,1.19,0.026704305,6,0.398586256,409,3,19,1
7.532785387,971,2.4,0.004573597,6,0.311998894,410,4,13,1
7.585728034,815,0.58,0.018121215,7,0.400206774,414,2,17,1
7.535628439,961,3.55,0.011017653,8,0.308033477,423,1,20,1
7.5028583,941,2.58,0.016683054,6,0.322428642,412,2,18,1
7.540317726,671,3.6,0.008561695,8,0.337371336,430,3,2,1
7.581106026,652,4.05,0.017866702,8,0.391883638,403,4,16,1
7.591237492,968,2.44,0.004005083,6,0.400311907,393,4,16,0
7.592153459,658,2.45,0.016254534,7,0.377908427,421,4,15,1
7.588538277,818,2.83,0.021254517,8,0.365889292,395,1,15,2
7.532032029,845,3.5,0.026041558,6,0.401088412,430,2,11,1
7.525687055,692,2.17,0.001273821,8,0.355864107,398,1,4,0
7.569802552,898,0.66,0.023825026,7,0.344811215,427,1,12,1
7.506920866,802,4.12,0.012747517,6,0.328457909,398,3,12,2
7.518487908,817,3.13,0.006847698,8,0.300653217,403,3,3,1
7.54818085,796,0.8,0.013581759,8,0.357123586,414,3,15,1
7.584407324,687,1.84,0.008090227,6,0.356737874,415,3,10,1
7.500063487,923,2.19,0.007073276,7,0.353455645,393,4,8,0
7.537623475,817,2.55,0.003884129,6,0.395964109,414,3,3,1
7.543740598,684,3.4,0.028989631,8,0.406391001,428,4,5,1
7.567995417,711,3.59,0.025513428,6,0.404667914,409,4,18,1
7.547012649,948,2.66,0.005098856,8,0.339908471,400,2,2,1
7.500653358,874,4.08,0.022864884,6,0.391189166,393,4,19,2
7.534979791,858,0.33,0.005566949,7,0.346601022,396,3,7,2
7.581249385,905,2.98,0.029810064,6,0.39344571,406,1,20,1
7.599345621,776,0.67,0.019139383,8,0.396932225,391,1,19,2
7.525869096,720,1.75,0.016387557,8,0.407685858,411,4,8,1
7.558782909,701,4.13,0.01177066,8,0.323054955,428,2,11,1
7.550345129,953,2.37,0.014587391,8,0.391970662,392,3,9,0
7.541730499,778,0.43,0.026879403,8,0.366928978,421,3,10,1
7.501087684,667,1.32,0.006866267,8,0.317168935,402,4,10,1
7.544961526,840,2.4,0.008622796,7,0.314041099,405,3,16,1
7.55063126,672,1.67,0.021528064,6,0.300147345,424,2,16,1
7.53656082,691,0.12,0.011064782,8,0.378532654,391,1,7,2
7.591459637,623,3.38,0.02481123,7,0.330528701,404,2,17,1
7.527714828,793,2.02,0.002025999,6,0.325479862,408,1,17,1
7.524090525,692,0.55,0.026788203,8,0.364627168,404,4,20,1
7.561053014,885,1.43,0.000593251,7,0.387106302,413,3,4,1
7.596946368,874,3.93,0.024827856,6,0.399756895,405,1,7,1
7.595168068,766,1.39,0.012415662,8,0.333306159,395,2,16,2
7.570287996,856,0.63,0.023053663,6,0.307828356,415,3,13,1
7.592351546,667,4.01,0.023362122,6,0.341243414,430,2,6,1
7.558783082,847,1.59,0.022012869,6,0.321556839,430,4,17,1
7.574846315,959,0.91,0.00165415,6,0.314565652,404,3,16,1
7.578925704,682,4.06,0.018501481,7,0.354515381,410,3,14,1
7.539059147,787,1.04,0.005532624,6,0.373232251,426,3,20,1
7.58111583,710,2.82,0.013574319,6,0.317608272,394,2,17,2
7.547488231,926,2.78,0.012814125,6,0.363430453,414,1,19,1
7.545697163,911,1.64,0.002256085,6,0.312273602,430,1,18,1
7.511219083,641,1.84,0.017910227,8,0.355937663,405,2,1,1
7.541717836,693,2.82,0.015864259,6,0.404509763,423,3,6,1
7.59912354,880,0.21,0.024106557,7,0.331935578,430,4,11,1
7.578611895,728,2.55,0.007201126,8,0.387223254,427,4,19,1
7.50782819,873,2.95,0.026948663,6,0.39413843,395,2,10,2
7.535931869,755,0.32,0.022198881,6,0.341294025,409,3,20,1
7.542587737,680,1.54,0.009436535,7,0.30575016,400,4,16,1
7.599901155,678,1.11,0.029919277,7,0.326882991,390,2,4,2
7.515420857,689,1.6,0.02131305,8,0.407358889,422,3,2,1
7.585071538,769,0.84,0.023146947,6,0.326771287,407,1,6,1
7.526362489,914,2.58,0.023004692,6,0.389164688,411,4,12,1
7.594725605,837,3.12,0.006618414,8,0.397945635,407,1,15,1
7.598898571,870,1.46,0.001650732,8,0.341950123,401,1,1,1
7.591236129,624,1.97,0.023964861,6,0.401056827,396,1,7,0
7.510214232,731,2.67,0.029728118,8,0.334246908,396,2,7,2
7.58320256,900,3.16,0.025014698,8,0.343961358,396,3,16,0
7.534024154,700,1.06,0.014823171,6,0.392783811,403,4,6,1
7.547739655,749,1.23,0.011595815,7,0.36460514,427,4,10,1
7.572339162,742,2.44,0.018142338,8,0.353914443,413,2,9,1
7.547555677,714,0.76,0.013647887,7,0.33776268,400,4,2,1
7.582430817,933,2.34,0.018469298,8,0.397928023,421,3,1,1
7.577523779,700,0.58,0.013509143,8,0.378225327,421,2,15,1
7.515181786,686,0.88,0.004018921,6,0.359494969,412,4,5,1
7.531163543,979,0.28,0.009441027,8,0.301505538,419,4,15,1
7.560441032,834,4.13,0.028423874,7,0.360042191,427,1,20,1
7.567730999,889,3.8,0.024253427,7,0.383031482,402,3,13,1
7.501665392,855,1.04,0.023962752,7,0.342947181,415,2,17,1
7.554843782,676,3.53,0.011870208,8,0.371878061,406,4,4,1
7.506370621,726,0.18,0.002628907,7,0.397599471,396,1,4,0
7.519255618,896,0.62,0.025089621,8,0.395061459,409,2,8,1
7.593729826,856,3.29,0.010530106,7,0.364584374,429,4,4,1
7.577837751,815,2.35,0.02040291,8,0.389197043,410,4,20,1
7.548742698,759,2.41,0.010507647,7,0.331926403,420,3,20,1
7.5066219,892,2.3,0.026151819,7,0.326254218,417,3,11,1
7.520950517,823,0.5,0.02549276,7,0.379483958,393,2,7,2
7.534140784,764,4.13,0.02456045,8,0.408435128,424,3,4,1
7.57526748,737,1.35,0.000247021,7,0.310650195,403,4,13,1
7.510535321,801,1.13,0.014706216,7,0.367080791,428,2,15,1
7.588984809,875,1.38,0.009910095,7,0.314116247,410,1,16,1
7.527825138,958,1.27,0.022928234,7,0.355168981,417,3,1,1
7.581294101,868,3.49,0.018556802,7,0.356976412,404,4,17,1
7.571078788,971,1.81,0.019851338,8,0.366580183,400,2,6,1
7.525260457,661,2.99,0.025212916,6,0.342823664,421,4,11,1
7.511814493,964,0.87,0.020165629,8,0.388604809,416,3,9,1
7.589015348,911,3.46,0.025256084,6,0.330557288,414,1,8,1
7.590833763,828,0.25,0.01352579,6,0.379362396,427,4,17,1
7.580052183,725,3.11,0.026402647,6,0.409249053,417,3,20,1
7.590532133,793,2.16,0.016452442,6,0.370144394,397,4,10,2
7.512458445,921,3.08,0.016589766,6,0.344401092,420,4,18,1
7.586137501,881,1.03,0.026495694,7,0.396894692,429,1,7,1
7.571357188,771,0.21,0.014339565,7,0.398577289,426,3,2,1
7.542567959,899,1.23,0.020204069,6,0.404298694,403,3,5,1
7.591344409,813,0.68,0.026622172,6,0.340126777,398,2,11,2
7.563092873,691,3.08,0.028120462,8,0.37571004,419,1,20,1
7.556614691,741,2.12,0.003356043,7,0.373252704,421,2,8,1
7.564789495,643,1.83,0.008168008,7,0.381161826,419,1,17,1
7.546788062,881,3.74,0.020603924,7,0.351904841,390,1,9,2
7.533307596,681,3.71,0.023957746,6,0.339750606,428,3,5,1
7.596118463,831,4.07,0.019251229,7,0.329346402,423,2,6,1
7.551137937,641,0.39,0.027563153,8,0.409006455,403,1,2,1
7.517808683,818,0.97,0.022352489,6,0.317249225,415,3,10,1
7.51876358,965,1.5,0.01296875,8,0.392914755,401,4,7,1
7.550827097,685,1.1,0.022917657,7,0.394577133,421,2,15,1
7.507796143,863,2.95,0.005124639,7,0.335862875,405,2,10,1
7.577793749,947,4,0.010124997,8,0.335373244,399,4,17,0
7.506815443,868,2.44,0.002693914,7,0.384413141,407,1,6,1
7.598319247,766,4.15,0.018681637,6,0.304683991,419,3,16,1
7.598919876,874,3.17,0.021807095,7,0.406046939,402,2,12,1
7.588023685,970,0.69,0.017515535,8,0.304662968,429,3,16,1
7.532067312,777,1.8,0.017270771,8,0.409880423,422,2,18,1
7.594532437,776,1.62,0.025385714,7,0.364225681,406,3,9,1
7.504607242,868,0.25,0.009612552,7,0.309402185,420,2,20,1
7.592654567,788,2.7,0.025834446,6,0.347263794,394,2,10,2
7.543659608,722,2.51,0.029943994,6,0.374236512,410,3,8,1
7.515140681,686,3.46,0.016342645,8,0.305999842,422,3,20,1
7.557597849,667,2.9,0.022994731,6,0.366899533,400,2,14,1
7.503288105,957,0.28,0.024230921,7,0.347666095,415,1,5,1
7.592192939,962,1.95,0.002527903,6,0.333721861,411,4,12,1
7.53451539,635,1.63,0.003087404,7,0.319782675,421,1,11,1
7.501544359,733,3.25,0.025758208,6,0.318576349,399,2,7,2
7.539987998,802,1.09,0.006042038,8,0.36130586,399,1,9,2
7.533817667,665,3.39,0.003212689,6,0.301407628,394,2,16,0
7.523224375,837,0.98,0.016648962,8,0.342443408,392,1,14,2
7.532459217,930,3.26,0.020304404,8,0.331506633,399,3,1,0
7.525469502,851,3.64,0.016266239,6,0.344611074,403,4,3,1
7.530355078,746,0.72,0.029998545,7,0.339887169,421,1,19,1
7.520926974,884,0.21,0.00654698,8,0.403302016,394,1,10,0
7.527479838,977,3.89,0.028060774,8,0.338275469,421,2,14,1
7.522718158,635,1.75,0.020773277,6,0.384273273,415,3,16,1
7.586856105,830,4.08,0.017072773,8,0.359677652,396,1,8,2
7.500380995,899,2.23,0.016970016,8,0.407582964,406,2,15,1
7.579453944,870,2.42,0.023310222,6,0.347223165,408,4,4,1
7.528944602,856,1.19,0.001673828,7,0.408536307,392,2,13,0
7.590495153,837,2.83,0.005955845,6,0.305190206,419,4,15,1
7.564275906,627,4.08,0.006798665,8,0.316743051,427,4,5,1
7.572756039,741,2.54,0.008179249,8,0.331185184,411,4,9,1
7.549085501,654,3.07,0.020542069,6,0.345659522,411,2,5,1
7.532535307,634,0.66,0.012677286,8,0.319136483,404,4,2,1
7.587522612,767,2.29,0.004250764,7,0.320942203,424,3,15,1
7.590056992,844,0.47,0.002937357,7,0.347864429,418,2,4,1
7.543167588,848,2.69,0.027193505,6,0.332133015,417,2,8,1
7.522635943,648,1.1,0.026689338,6,0.334203679,417,2,14,1
7.550867133,753,4.18,0.004649944,7,0.368837366,424,1,7,1
7.573662261,857,2.51,0.009452814,7,0.32706508,425,1,20,1
7.582476175,756,0.8,0.027115126,7,0.34604124,423,1,12,1
7.531439695,948,0.11,0.029840731,6,0.302113005,395,2,8,0
7.588473957,892,1.65,0.006385729,7,0.370650663,396,4,2,2
7.589480389,661,3.37,0.00649434,7,0.315947429,403,2,7,1
7.528880589,851,2.21,0.029413281,8,0.376291947,399,1,14,2
7.525857389,841,1.05,0.000495112,6,0.323144708,405,4,20,1
7.509808077,885,1.68,0.023826564,8,0.409379954,405,1,4,1
7.574947778,870,2.58,0.005849678,8,0.366309289,426,2,12,1
